Epoch-Num	Learning-Rate	Train-Loss	Train-acc-B	Train-acc	Valid-Loss	Valid-acc-B	Valid-acc	
76.000000	0.006800	1.121000	98.304000	98.297000	1.368000	81.648000	83.588000	
77.000000	0.006727	1.117000	98.653000	98.692000	1.369000	80.903000	83.657000	
78.000000	0.006653	1.118000	98.347000	98.517000	1.361000	81.414000	83.380000	
79.000000	0.006580	1.113000	98.668000	98.736000	1.360000	81.902000	83.657000	
80.000000	0.006505	1.110000	98.823000	98.929000	1.352000	81.208000	83.727000	
81.000000	0.006431	1.107000	98.890000	98.938000	1.373000	82.242000	84.282000	
82.000000	0.006356	1.109000	98.936000	98.999000	1.363000	82.001000	84.074000	
83.000000	0.006281	1.108000	98.882000	98.947000	1.366000	82.361000	84.108000	
84.000000	0.006206	1.103000	99.104000	99.140000	1.366000	81.366000	84.108000	
85.000000	0.006130	1.104000	98.948000	99.078000	1.367000	82.530000	84.212000	
86.000000	0.006054	1.106000	99.021000	99.070000	1.357000	81.913000	83.900000	
87.000000	0.005978	1.102000	99.206000	99.271000	1.352000	82.133000	84.212000	
88.000000	0.005901	1.103000	98.957000	99.096000	1.363000	80.593000	83.310000	
89.000000	0.005824	1.100000	99.246000	99.298000	1.362000	81.593000	83.865000	
90.000000	0.005747	1.100000	99.141000	99.201000	1.361000	82.034000	83.796000	
91.000000	0.005670	1.099000	99.089000	99.149000	1.353000	81.207000	83.935000	
92.000000	0.005593	1.096000	99.418000	99.456000	1.361000	81.598000	83.969000	
93.000000	0.005516	1.098000	99.254000	99.271000	1.377000	81.177000	83.449000	
94.000000	0.005438	1.092000	99.322000	99.465000	1.360000	82.316000	84.143000	
95.000000	0.005361	1.092000	99.433000	99.526000	1.359000	81.839000	83.727000	
96.000000	0.005283	1.093000	99.421000	99.500000	1.365000	81.233000	83.553000	
97.000000	0.005205	1.092000	99.324000	99.412000	1.362000	81.432000	83.518000	
98.000000	0.005128	1.093000	99.302000	99.377000	1.355000	82.634000	84.490000	
99.000000	0.005050	1.091000	99.653000	99.623000	1.358000	80.933000	83.171000	
100.000000	0.004972	1.090000	99.532000	99.596000	1.370000	81.183000	83.414000	
101.000000	0.004895	1.089000	99.606000	99.596000	1.362000	82.446000	84.143000	
102.000000	0.004817	1.089000	99.536000	99.552000	1.358000	81.818000	84.212000	
103.000000	0.004739	1.086000	99.689000	99.710000	1.349000	82.018000	84.143000	
104.000000	0.004662	1.088000	99.522000	99.561000	1.363000	81.962000	83.969000	
105.000000	0.004584	1.087000	99.553000	99.579000	1.356000	82.348000	84.386000	
106.000000	0.004507	1.086000	99.514000	99.561000	1.358000	80.889000	83.935000	
107.000000	0.004430	1.084000	99.676000	99.693000	1.365000	82.037000	84.282000	
108.000000	0.004353	1.084000	99.745000	99.737000	1.373000	81.774000	83.553000	
109.000000	0.004276	1.083000	99.723000	99.693000	1.344000	82.716000	84.768000	
110.000000	0.004199	1.082000	99.744000	99.737000	1.358000	82.047000	84.212000	
111.000000	0.004122	1.084000	99.689000	99.675000	1.349000	82.463000	84.178000	
112.000000	0.004046	1.082000	99.728000	99.710000	1.350000	82.266000	84.351000	
113.000000	0.003970	1.083000	99.601000	99.675000	1.349000	82.683000	84.247000	
114.000000	0.003894	1.081000	99.786000	99.807000	1.364000	81.620000	83.727000	
115.000000	0.003819	1.082000	99.631000	99.675000	1.369000	82.623000	84.559000	
116.000000	0.003744	1.081000	99.745000	99.745000	1.355000	82.575000	84.386000	
117.000000	0.003669	1.079000	99.807000	99.789000	1.359000	82.143000	84.108000	
118.000000	0.003595	1.079000	99.793000	99.789000	1.344000	82.475000	84.316000	
119.000000	0.003520	1.080000	99.687000	99.745000	1.339000	82.297000	84.143000	
120.000000	0.003447	1.080000	99.815000	99.781000	1.362000	82.008000	83.865000	
121.000000	0.003373	1.078000	99.818000	99.851000	1.345000	82.297000	84.004000	
122.000000	0.003300	1.078000	99.859000	99.877000	1.359000	82.346000	84.247000	
123.000000	0.003228	1.078000	99.797000	99.798000	1.339000	82.451000	84.559000	
124.000000	0.003156	1.078000	99.811000	99.816000	1.344000	82.222000	84.421000	
125.000000	0.003084	1.076000	99.869000	99.868000	1.351000	82.193000	84.143000	
126.000000	0.003013	1.078000	99.747000	99.789000	1.348000	82.709000	84.594000	
127.000000	0.002942	1.075000	99.830000	99.851000	1.344000	82.414000	84.421000	
128.000000	0.002872	1.077000	99.734000	99.798000	1.364000	82.248000	83.900000	
129.000000	0.002803	1.076000	99.813000	99.833000	1.350000	82.869000	84.490000	
130.000000	0.002734	1.075000	99.883000	99.877000	1.353000	83.455000	84.976000	
131.000000	0.002665	1.076000	99.778000	99.781000	1.363000	82.184000	84.074000	
132.000000	0.002597	1.075000	99.847000	99.851000	1.359000	82.207000	84.039000	
133.000000	0.002530	1.076000	99.896000	99.868000	1.345000	82.208000	84.212000	
134.000000	0.002464	1.075000	99.838000	99.842000	1.338000	83.048000	84.837000	
135.000000	0.002398	1.074000	99.934000	99.939000	1.337000	83.147000	84.941000	
136.000000	0.002332	1.072000	99.918000	99.912000	1.348000	82.222000	84.282000	
137.000000	0.002268	1.075000	99.845000	99.833000	1.366000	82.178000	84.282000	
138.000000	0.002204	1.074000	99.929000	99.930000	1.349000	82.211000	84.143000	
139.000000	0.002140	1.074000	99.802000	99.824000	1.340000	82.731000	84.837000	
140.000000	0.002078	1.074000	99.895000	99.903000	1.343000	82.974000	84.941000	
141.000000	0.002016	1.073000	99.875000	99.895000	1.341000	82.580000	84.941000	
142.000000	0.001955	1.073000	99.890000	99.903000	1.342000	83.032000	84.941000	
143.000000	0.001895	1.073000	99.952000	99.939000	1.342000	82.900000	84.976000	
144.000000	0.001835	1.073000	99.884000	99.903000	1.338000	83.057000	84.872000	
145.000000	0.001777	1.072000	99.928000	99.903000	1.346000	82.738000	84.490000	
146.000000	0.001719	1.072000	99.915000	99.939000	1.342000	82.526000	84.698000	
147.000000	0.001661	1.072000	99.915000	99.895000	1.340000	83.586000	85.010000	
148.000000	0.001605	1.072000	99.905000	99.921000	1.356000	82.696000	84.525000	
149.000000	0.001550	1.072000	99.891000	99.886000	1.340000	83.325000	84.941000	
150.000000	0.001495	1.071000	99.928000	99.947000	1.353000	82.107000	84.212000	
151.000000	0.001442	1.071000	99.939000	99.947000	1.339000	82.359000	84.143000	
152.000000	0.001389	1.071000	99.952000	99.947000	1.344000	82.791000	84.663000	
153.000000	0.001337	1.072000	99.920000	99.939000	1.348000	82.557000	84.178000	
154.000000	0.001286	1.071000	99.924000	99.939000	1.342000	82.851000	84.802000	
155.000000	0.001236	1.070000	99.927000	99.939000	1.338000	82.741000	84.559000	
156.000000	0.001187	1.071000	99.965000	99.956000	1.354000	82.506000	84.247000	
157.000000	0.001139	1.070000	99.934000	99.939000	1.343000	82.248000	84.282000	
158.000000	0.001092	1.071000	99.917000	99.930000	1.340000	82.305000	84.178000	
159.000000	0.001045	1.070000	99.959000	99.956000	1.345000	82.586000	84.316000	
160.000000	0.001000	1.070000	99.935000	99.939000	1.345000	82.800000	84.316000	
161.000000	0.000956	1.070000	99.920000	99.947000	1.338000	82.936000	84.525000	
162.000000	0.000913	1.071000	99.893000	99.886000	1.344000	82.980000	84.872000	
163.000000	0.000871	1.071000	99.944000	99.947000	1.353000	82.218000	84.386000	
164.000000	0.000829	1.071000	99.952000	99.965000	1.349000	82.792000	84.594000	
165.000000	0.000789	1.070000	99.960000	99.956000	1.340000	82.436000	84.178000	
166.000000	0.000750	1.070000	99.947000	99.956000	1.353000	82.632000	84.837000	
167.000000	0.000712	1.069000	99.981000	99.974000	1.346000	82.999000	84.976000	
168.000000	0.000675	1.069000	99.960000	99.956000	1.349000	82.443000	84.386000	
169.000000	0.000640	1.070000	99.946000	99.921000	1.337000	83.230000	84.976000	
170.000000	0.000605	1.069000	99.921000	99.939000	1.332000	82.896000	84.663000	
171.000000	0.000571	1.070000	99.973000	99.974000	1.330000	83.267000	85.045000	
172.000000	0.000539	1.070000	99.898000	99.912000	1.339000	82.360000	84.421000	
173.000000	0.000507	1.069000	99.959000	99.956000	1.354000	83.033000	84.768000	
174.000000	0.000477	1.069000	99.961000	99.965000	1.336000	83.132000	84.941000	
175.000000	0.000448	1.070000	99.906000	99.912000	1.333000	83.069000	84.768000	
176.000000	0.000420	1.070000	99.945000	99.939000	1.340000	82.635000	84.421000	
177.000000	0.000393	1.069000	99.985000	99.982000	1.345000	82.417000	84.421000	
178.000000	0.000367	1.070000	99.923000	99.921000	1.340000	82.873000	84.802000	
179.000000	0.000342	1.070000	99.945000	99.930000	1.336000	83.575000	85.115000	
180.000000	0.000319	1.069000	99.924000	99.921000	1.336000	82.883000	84.698000	
181.000000	0.000297	1.070000	99.886000	99.903000	1.344000	82.581000	84.490000	
182.000000	0.000275	1.069000	99.948000	99.947000	1.339000	82.842000	84.594000	
183.000000	0.000256	1.069000	99.929000	99.947000	1.341000	82.551000	84.629000	
184.000000	0.000237	1.068000	99.906000	99.921000	1.334000	83.183000	84.768000	
185.000000	0.000219	1.069000	99.968000	99.956000	1.341000	82.824000	84.663000	
186.000000	0.000203	1.070000	99.953000	99.965000	1.333000	83.528000	85.219000	
187.000000	0.000188	1.069000	99.935000	99.965000	1.336000	82.764000	84.525000	
188.000000	0.000174	1.070000	99.895000	99.903000	1.357000	82.859000	84.802000	
189.000000	0.000161	1.070000	99.937000	99.939000	1.339000	82.928000	84.976000	
190.000000	0.000149	1.069000	99.970000	99.956000	1.338000	83.084000	84.698000	
191.000000	0.000139	1.069000	99.935000	99.965000	1.339000	82.878000	84.594000	
192.000000	0.000130	1.068000	99.957000	99.965000	1.344000	83.046000	84.976000	
193.000000	0.000122	1.069000	99.864000	99.903000	1.337000	83.424000	84.941000	
194.000000	0.000115	1.069000	99.936000	99.939000	1.337000	82.604000	84.594000	
195.000000	0.000110	1.068000	99.971000	99.956000	1.335000	82.625000	84.629000	
196.000000	0.000105	1.069000	99.946000	99.939000	1.339000	82.667000	84.663000	
197.000000	0.000102	1.069000	99.930000	99.939000	1.354000	82.791000	84.629000	
198.000000	0.000101	1.069000	99.946000	99.956000	1.337000	83.251000	84.906000	
199.000000	0.000100	1.069000	99.972000	99.974000	1.332000	83.631000	85.219000	
